dt,so2,no2,co,o3,pm10,pm2.5
2012-11-12,0.00229,0.01875,0.265,0.01388,34.22,17.7
2012-11-13,0.002625,0.01709,0.3708,0.0158,25.92,11.39
2012-11-14,0.00225,0.015205,0.2583,0.01429,25.3,14.39
2012-11-15,0.00275,0.02864,0.679,0.006958,34.34,19.42
2012-11-16,0.003637,0.0455,1.264,0.000773,45.7,25.06
2012-11-17,0.003042,0.0364,0.4792,0.014206,26.55,16.95
2012-11-18,0.00325,0.03476,0.3208,0.010544,23.67,14.25
2012-11-19,0.004166,0.03766,0.533,0.00967,35.72,21.25
2012-11-20,0.004375,0.0359,0.4875,0.00938,43.97,25.92
2012-11-21,0.005417,0.04224,1.654,0.002167,67.6,34.72
2012-11-22,0.006916,0.04758,1.725,0.001542,76.9,38.34
2012-11-23,0.006126,0.02838,0.825,0.004917,63.1,33.6
2012-11-24,0.002708,0.03546,0.425,0.006084,32.12,16.42
2012-11-25,0.003918,0.04395,0.9917,0.002209,42.22,22.8
2012-11-26,0.003084,0.02309,0.3208,0.01021,29.3,14.664
2012-11-27,0.003334,0.0316,0.45,0.00646,28.7,12.875
2012-11-28,0.0035,0.03108,0.5044,0.006042,110.3,22.92
2012-11-29,0.003124,0.02316,0.3625,0.00833,30.05,10.96
2012-11-30,0.00396,0.03384,0.7207,0.004707,46.78,19.45
2012-12-01,0.002666,0.0223,0.3792,0.01133,34.84,15.875
2012-12-02,0.003542,0.03607,0.7583,0.00375,34.78,17.95
2012-12-03,0.003834,0.03464,1.042,0.004417,48.75,24.7
2012-12-04,0.00289,0.01656,0.1471,0.01695,23.12,10.18
2012-12-05,0.003,0.0327,0.3584,0.00892,32.28,16.88
2012-12-06,0.0054,0.0178,0.24,0.0209,22.4,12.0
2012-12-07,0.0041,0.0319,0.46,0.0069,34.1,19.0
2012-12-08,0.0055,0.0202,0.3833,0.02058,23.83,13.336
2012-12-09,0.0045,0.01926,0.3708,0.01791,30.38,14.086
2012-12-10,0.00546,0.0367,0.567,0.00629,40.47,21.62
2012-12-11,0.005375,0.05032,0.7544,0.002125,55.38,33.9
2012-12-12,0.005207,0.0611,0.9707,0.001375,73.94,47.75
2012-12-13,0.0055,0.0663,1.1,0.0006666,85.6,56.1
2012-12-14,0.003876,0.04755,0.7207,0.0007915,43.12,24.08
2012-12-15,0.003542,0.04175,0.6626,0.002832,15.375,10.086
2012-12-16,0.003124,0.03534,0.821,0.0045,44.1,27.55
2012-12-17,0.00425,0.03275,0.7666,0.01004,67.2,38.34
2012-12-18,0.003124,0.02046,0.4126,0.01417,36.34,19.75
2012-12-19,0.001458,0.03296,0.5,0.00579,39.28,18.75
2012-12-20,0.005543,0.0433,0.8584,0.003374,70.2,40.12
2012-12-21,0.003626,0.04218,0.8877,0.001583,68.44,39.47
2012-12-22,0.0045,0.02863,0.7417,0.01029,63.34,42.4
2012-12-23,0.001792,0.01329,0.3792,0.02116,24.75,12.125
2012-12-24,0.002708,0.03041,0.546,0.007835,31.73,17.6
2012-12-25,0.001708,0.02234,0.4917,0.012375,36.03,15.79
2012-12-26,0.002167,0.03091,0.55,0.00916,33.84,16.45
2012-12-27,0.002874,0.0454,0.8125,0.00175,55.72,29.88
2012-12-28,0.004333,0.04254,0.979,0.0008335,52.1,31.05
2012-12-29,0.005085,0.0537,1.721,0.0,69.0,43.6
2012-12-30,0.002625,0.013626,0.5,0.02325,27.12,14.25
2012-12-31,0.002542,0.0272,0.558,0.01659,26.12,14.5
2013-01-01,0.00204,0.03464,0.683,0.00729,35.1,18.8
2013-01-02,0.001125,0.01129,0.425,0.02737,17.45,9.625
2013-01-03,0.002375,0.02025,0.5376,0.01892,28.7,13.25
2013-01-04,0.003124,0.0412,0.854,0.00617,45.5,25.42
2013-01-05,0.002209,0.05212,1.046,0.0015,61.97,38.12
2013-01-06,0.003166,0.04697,1.608,0.004124,85.06,53.22
2013-01-07,0.002357,0.0515,1.434,0.003666,75.75,48.03
2013-01-08,0.005,0.04654,1.295,0.006844,68.7,40.9
2013-01-10,0.005375,0.0497,0.6,0.005627,39.84,22.75
2013-01-11,0.006332,0.06216,0.7124,0.001667,58.53,34.0
2013-01-12,0.010124,0.05887,0.8833,0.0009584,112.2,57.6
2013-01-13,0.00862,0.0586,1.408,0.00275,156.0,76.0
2013-01-14,0.00792,0.05927,1.171,0.00625,121.56,64.94
2013-01-15,0.009415,0.06915,1.121,0.002874,122.4,72.44
2013-01-16,0.00833,0.06274,0.9707,0.005917,101.94,61.22
2013-01-17,0.010666,0.04874,0.9043,0.006874,113.1,69.0
2013-01-18,0.00629,0.058,0.6206,0.003666,61.78,33.88
2013-01-19,0.0115,0.06506,0.8374,0.002832,80.75,45.5
2013-01-20,0.009705,0.0521,0.9165,0.00754,106.3,60.53
2013-01-21,0.004665,0.04422,0.4917,0.005875,30.7,17.67
2013-01-22,0.00396,0.03146,0.3125,0.0145,10.35,7.0
2013-01-23,0.00429,0.0366,0.3958,0.01217,31.0,20.95
2013-01-24,0.01058,0.03354,0.592,0.01404,63.0,33.66
2013-01-25,0.004833,0.0202,0.11664,0.02126,29.05,8.21
2013-01-26,0.00575,0.02116,0.1917,0.0227,29.7,13.25
2013-01-27,0.004665,0.02591,0.2876,0.02158,32.97,18.3
2013-01-28,0.006126,0.05157,0.554,0.003834,52.6,28.48
2013-01-29,0.00721,0.05524,0.692,0.0002084,70.4,35.9
2013-01-30,0.006874,0.05615,0.7124,0.001375,76.7,37.88
2013-01-31,0.006626,0.0557,0.725,0.0055,80.9,41.03
2013-02-01,0.004917,0.04984,0.5044,0.003918,37.16,18.92
2013-02-02,0.004375,0.0235,0.2458,0.01741,35.72,18.55
2013-02-03,0.003792,0.02496,0.2583,0.01129,26.0,12.414
2013-02-04,0.004543,0.02467,0.329,0.0155,26.88,17.7
2013-02-05,0.0065,0.04172,0.7627,0.002792,56.34,35.53
2013-02-06,0.006584,0.03226,0.521,0.013794,50.47,30.3
2013-02-07,0.006,0.01158,0.1809,0.02316,34.12,13.164
2013-02-08,0.006207,0.02296,0.2876,0.01417,39.16,20.05
2013-02-09,0.006832,0.03296,0.4666,0.01217,48.62,29.12
2013-02-10,0.00796,0.02325,0.3916,0.01958,47.12,28.7
2013-02-11,0.006542,0.02446,0.2291,0.01779,29.45,17.08
2013-02-12,0.006416,0.03482,0.3708,0.01004,36.16,21.61
2013-02-13,0.00804,0.03345,0.4,0.016,49.2,29.0
2013-02-14,0.00808,0.0435,0.65,0.00821,73.8,40.28
2013-02-15,0.00646,0.01926,0.2625,0.02338,50.3,24.27
2013-02-16,0.009,0.03247,0.296,0.01404,39.22,20.78
2013-02-17,0.008,0.0374,0.3833,0.00829,43.25,21.55
2013-02-18,0.006626,0.02638,0.3083,0.01525,48.28,21.17
2013-02-19,0.005375,0.01383,0.125,0.03033,31.42,10.914
2013-02-20,0.007584,0.02362,0.2167,0.02025,32.97,14.0
2013-02-21,0.006626,0.0272,0.2,0.01979,35.6,17.88
2013-02-22,0.00829,0.02591,0.3542,0.021,61.78,30.75
2013-02-23,0.007374,0.02437,0.2375,0.02296,38.78,16.62
2013-02-24,0.007626,0.0293,0.3833,0.0175,45.38,20.7
2013-02-25,0.00733,0.0452,0.546,0.00792,49.62,23.7
2013-02-26,0.00846,0.04868,0.6333,0.003374,66.94,32.6
2013-02-27,0.00775,0.0375,0.4458,0.01246,78.06,38.38
2013-02-28,0.00773,0.04718,0.673,0.00681,85.25,35.1
2013-03-01,0.003626,0.011795,0.2583,0.03096,52.53,17.75
2013-03-02,0.003166,0.01675,0.2291,0.02936,36.16,17.75
2013-03-03,0.00204,0.02158,0.3167,0.02104,39.6,18.2
2013-03-04,0.00429,0.03113,0.4958,0.0165,72.5,37.12
2013-03-05,0.00429,0.03635,0.6665,0.01695,89.56,44.72
2013-03-06,0.002916,0.04987,0.625,0.006874,84.94,32.28
2013-03-07,0.005,0.042,0.646,0.01967,138.2,48.88
2013-03-08,0.007446,0.04092,0.726,0.01275,147.8,63.25
2013-03-09,0.007668,0.03635,0.808,0.0312,150.4,59.72
2013-03-10,0.001375,0.00833,0.2042,0.03525,50.6,12.836
2013-03-11,0.002333,0.03067,0.3125,0.018,47.66,17.5
2013-03-12,0.005333,0.0517,0.6,0.004208,67.75,26.5
2013-03-13,0.002083,0.02087,0.329,0.02292,27.8,13.18
2013-03-14,0.002209,0.02321,0.2417,0.02441,23.05,11.29
2013-03-15,0.00579,0.03958,0.4,0.01321,52.72,25.0
2013-03-16,0.005627,0.0367,0.3542,0.01442,45.25,20.25
2013-03-17,0.00479,0.03174,0.4375,0.01192,55.1,24.92
2013-03-18,0.00275,0.02338,0.2417,0.010956,27.38,11.875
2013-03-19,0.0035,0.02858,0.3584,0.003542,49.28,20.25
2013-03-20,0.001625,0.01304,0.2208,0.02258,30.75,11.65
2013-03-21,0.005123,0.029,0.329,0.01575,41.75,16.05
2013-03-22,0.00496,0.0393,0.4292,0.00771,50.88,19.8
2013-03-23,0.004375,0.03525,0.3625,0.01496,65.2,20.83
2013-03-24,0.004375,0.01854,0.3,0.03464,49.4,20.75
2013-03-25,0.00204,0.01637,0.2583,0.03075,45.97,19.92
2013-03-26,0.003792,0.03766,0.3792,0.01241,49.12,19.17
2013-03-27,0.0055,0.0428,0.4458,0.01283,49.66,18.61
2013-03-28,0.00375,0.03424,0.3125,0.01537,39.16,16.55
2013-03-29,0.002417,0.016,0.2291,0.03253,38.9,14.375
2013-03-30,0.003084,0.02,0.2834,0.0305,45.4,20.12
2013-03-31,0.003374,0.02513,0.3167,0.02742,46.66,21.58
2013-04-01,0.00408,0.0454,0.5,0.01321,68.2,34.1
2013-04-02,0.001125,0.03305,0.3875,0.01246,33.25,17.92
2013-04-03,0.004333,0.03558,0.5,0.01984,59.78,30.55
2013-04-04,0.008835,0.0575,0.683,0.01991,121.56,55.4
2013-04-05,0.00808,0.06146,0.85,0.02092,162.2,79.06
2013-04-06,0.00225,0.02509,0.5166,0.0268,68.75,33.84
2013-04-07,0.0015,0.01271,0.175,0.03583,19.67,9.664
2013-04-08,0.004417,0.0223,0.346,0.03174,46.22,22.19
2013-04-09,0.003042,0.01371,0.325,0.03072,54.34,18.38
2013-04-10,0.001416,0.01447,0.275,0.0317,27.12,14.71
2013-04-11,0.003208,0.02571,0.3416,0.03247,33.0,16.33
2013-04-12,0.001959,0.03162,0.3208,0.0287,29.3,14.54
2013-04-13,0.00496,0.03455,0.4417,0.03592,45.5,19.55
2013-04-14,0.002583,0.01358,0.346,0.04703,54.88,21.92
2013-04-15,0.002792,0.0431,0.4834,0.01254,48.1,17.0
2013-04-16,0.00404,0.041,0.4917,0.0223,55.38,25.38
2013-04-17,0.001917,0.02266,0.4666,0.02513,34.84,20.45
2013-04-18,0.002417,0.02242,0.4,0.03403,52.97,25.88
2013-04-19,0.00175,0.02559,0.329,0.0333,35.84,19.17
2013-04-20,0.001542,0.04126,0.4583,0.01063,29.25,20.05
2013-04-21,0.003834,0.0228,0.5083,0.0392,59.4,35.88
2013-04-22,0.005585,0.03708,0.5415,0.03207,60.72,37.47
2013-04-23,0.003458,0.0481,0.554,0.01342,47.28,27.88
2013-04-24,0.002792,0.02834,0.4126,0.025,34.25,22.05
2013-04-25,0.00475,0.02824,0.5127,0.02908,63.47,43.0
2013-04-26,0.002666,0.0322,0.404,0.02325,39.88,22.3
2013-04-27,0.004375,0.03708,0.4583,0.02608,47.22,26.62
2013-04-28,0.002542,0.02275,0.3667,0.03345,32.62,21.12
2013-04-29,0.0025,0.02379,0.4126,0.0335,37.97,22.67
2013-04-30,0.003187,0.0295,0.5376,0.01765,52.12,21.25
2013-05-01,0.001,0.010086,0.11664,0.02855,32.72,10.914
2013-05-02,0.00235,0.02605,0.2637,0.01542,31.88,17.92
2013-05-03,0.003046,0.02908,0.404,0.01525,42.12,27.8
2013-05-04,0.001416,0.02817,0.375,0.03214,61.25,39.03
2013-05-05,0.0015,0.02145,0.3625,0.03745,60.9,34.78
2013-05-06,0.001667,0.04022,0.3792,0.0225,46.0,28.08
2013-05-07,0.00225,0.05212,0.4875,0.02371,68.25,43.4
2013-05-08,0.002874,0.04813,0.404,0.02725,59.66,33.88
2013-05-09,0.001625,0.04617,0.4417,0.01371,61.1,37.97
2013-05-10,0.001,0.02283,0.2876,0.01596,27.88,19.27
2013-05-11,0.002375,0.01996,0.4458,0.04517,70.06,41.38
2013-05-12,0.00225,0.01675,0.5127,0.05826,97.56,60.4
2013-05-13,0.002209,0.0293,0.3416,0.04382,67.7,39.03
2013-05-14,0.002619,0.0323,0.35,0.02342,54.66,29.5
2013-05-15,0.002666,0.02013,0.275,0.03009,56.0,27.7
2013-05-16,0.001,0.00729,0.2,0.04492,17.45,7.918
2013-05-17,0.001333,0.0188,0.2167,0.03705,28.3,12.125
2013-05-18,0.002333,0.033,0.3584,0.02217,45.6,22.0
2013-05-19,0.001375,0.01087,0.2291,0.03842,12.79,8.586
2013-05-20,0.001833,0.02412,0.2917,0.02359,39.03,24.12
2013-05-21,0.003374,0.03693,0.4333,0.007126,38.62,19.83
2013-05-22,0.00425,0.0509,0.521,0.00816,56.88,30.3
2013-05-23,0.00408,0.0481,0.6665,0.03125,92.3,56.84
2013-05-24,0.005123,0.04703,0.558,0.01371,86.4,49.97
2013-05-25,0.004333,0.0438,0.554,0.0202,82.56,44.22
2013-05-26,0.00617,0.02313,0.4084,0.0374,87.2,50.62
2013-05-27,0.002125,0.01688,0.296,0.0268,50.03,32.3
2013-05-28,0.001625,0.01984,0.279,0.008835,12.664,8.125
2013-05-29,0.002,0.03075,0.4,0.00611,30.62,17.3
2013-05-30,0.005,0.04388,0.4958,0.01958,57.12,26.7
2013-05-31,0.005043,0.06323,0.4666,0.01941,57.88,34.25
2013-06-01,0.003792,0.05316,0.4375,0.01817,62.28,36.5
2013-06-02,0.002792,0.03943,0.3833,0.02959,47.0,26.3
2013-06-03,0.003708,0.04086,0.375,0.0265,52.25,30.5
2013-06-04,0.001959,0.04373,0.3374,0.03134,36.47,21.2
2013-06-05,0.001583,0.0451,0.375,0.03455,45.72,27.58
2013-06-06,0.002583,0.04153,0.3416,0.02579,42.12,21.92
2013-06-07,0.002832,0.04318,0.3416,0.02621,43.4,24.38
2013-06-08,0.002459,0.04288,0.3916,0.0367,54.56,31.05
2013-06-09,0.00125,0.02328,0.2542,0.04108,40.8,21.05
2013-06-10,0.001208,0.02483,0.2084,0.04147,32.6,16.95
2013-06-11,0.001375,0.02155,0.1958,0.03357,24.3,14.25
2013-06-12,0.00125,0.03525,0.275,0.00858,13.61,8.44
2013-06-13,0.002459,0.04034,0.375,0.01375,42.75,27.05
2013-06-14,0.002708,0.0444,0.4666,0.02913,54.38,34.9
2013-06-15,0.003166,0.03568,0.3333,0.02596,35.4,21.67
2013-06-16,0.002417,0.02425,0.2542,0.02242,30.75,17.67
2013-06-17,0.002333,0.03183,0.2417,0.01275,26.12,15.914
2013-06-18,0.002,0.02576,0.3125,0.006416,20.62,12.875
2013-06-19,0.002333,0.03687,0.375,0.01158,33.25,20.33
2013-06-20,0.002666,0.0454,0.4917,0.01863,40.66,26.17
2013-06-21,0.002459,0.0455,0.4333,0.02841,41.0,27.55
2013-06-22,0.002625,0.03604,0.4,0.0295,45.34,29.95
2013-06-23,0.00325,0.02174,0.3374,0.03046,33.16,21.83
2013-06-24,0.00225,0.033,0.404,0.02272,43.62,28.92
2013-06-25,0.002666,0.04263,0.4666,0.02379,42.1,28.08
2013-06-26,0.0028,0.03778,0.3696,0.02846,30.8,20.55
2013-06-27,0.001959,0.03214,0.3958,0.03818,34.88,24.45
2013-06-28,0.001708,0.03113,0.3625,0.0314,29.8,20.5
2013-06-29,0.001125,0.0376,0.3625,0.0312,34.25,20.62
2013-06-30,0.001291,0.03326,0.4167,0.04828,46.9,30.12
2013-07-01,0.003208,0.04355,0.421,0.03568,43.34,28.95
2013-07-02,0.0015,0.02179,0.3083,0.02417,29.17,19.12
2013-07-03,0.001833,0.02097,0.3125,0.04938,27.44,17.08
2013-07-04,0.001,0.02834,0.3792,0.02121,40.84,27.75
2013-07-05,0.001667,0.02525,0.279,0.03017,30.67,20.25
2013-07-06,0.002083,0.0315,0.375,0.03192,52.78,34.38
2013-07-07,0.002125,0.02716,0.3792,0.01396,35.6,22.73
2013-07-08,0.001,0.0207,0.2458,0.009,14.586,8.52
2013-07-09,0.001291,0.02621,0.3083,0.014915,24.3,13.875
2013-07-10,0.001416,0.02641,0.296,0.009544,31.38,20.08
2013-07-11,0.00125,0.02554,0.3416,0.01017,33.38,22.3
2013-07-12,0.001125,0.01675,0.2125,0.005165,21.62,13.836
2013-07-13,0.001333,0.02275,0.3625,0.000625,12.914,7.543
2013-07-14,0.001,0.0162,0.2208,0.003374,11.75,4.918
2013-07-15,0.001166,0.01859,0.3125,0.001291,14.305,7.047
2013-07-16,0.001208,0.01654,0.2125,0.002916,13.586,5.566
2013-07-17,0.00125,0.02638,0.2625,0.00479,15.836,9.836
2013-07-18,0.001542,0.02858,0.4,0.00025,17.95,10.71
2013-07-19,0.001833,0.01988,0.3374,0.00596,17.5,8.836
2013-07-20,0.001833,0.01709,0.2333,0.00987,15.79,8.414
2013-07-21,0.00125,0.01625,0.2167,0.01446,19.38,11.95
2013-07-22,0.001208,0.02496,0.279,0.01517,19.7,12.625
2013-07-23,0.001416,0.02133,0.3167,0.01755,28.42,18.33
2013-07-24,0.002174,0.0245,0.4905,0.02948,33.66,21.62
2013-07-25,0.003626,0.0287,0.6206,0.0462,70.2,47.88
2013-07-26,0.002832,0.03186,0.5957,0.04697,83.94,54.12
2013-07-27,0.002417,0.0392,0.4875,0.03156,46.4,31.5
2013-07-28,0.001416,0.03004,0.3667,0.01488,32.72,20.42
2013-07-29,0.001291,0.02908,0.6294,0.03528,55.12,34.78
2013-07-30,0.00125,0.03265,0.5083,0.02792,40.0,23.88
2013-07-31,0.001792,0.02687,0.375,0.03522,36.03,23.92
2013-08-01,0.001875,0.03,0.4292,0.03732,30.7,20.0
2013-08-02,0.001041,0.03,0.4167,0.0162,26.12,16.75
2013-08-03,0.00125,0.02042,0.15,0.0115,17.58,10.125
2013-08-04,0.00125,0.01712,0.1042,0.02995,36.12,24.75
2013-08-05,0.001625,0.02641,0.1583,0.02591,40.28,26.42
2013-08-06,0.001416,0.0362,0.1125,0.02034,26.73,17.08
2013-08-07,0.001416,0.03568,0.11664,0.0225,35.97,22.92
2013-08-08,0.002333,0.02954,0.2043,0.02979,47.12,31.42
2013-08-09,0.002167,0.02957,0.4417,0.0317,71.1,48.38
2013-08-10,0.001041,0.03928,0.5044,0.02292,54.9,37.38
2013-08-11,0.001166,0.02391,0.4126,0.03638,37.78,24.33
2013-08-12,0.001792,0.02658,0.2458,0.02292,29.58,19.81
2013-08-13,0.00225,0.02313,0.1708,0.01692,17.92,9.875
2013-08-14,0.00204,0.02542,0.1333,0.01512,19.1,10.05
2013-08-15,0.001875,0.01962,0.125,0.010666,16.33,8.04
2013-08-16,0.00215,0.02115,0.1632,0.008385,15.0,8.21
2013-08-17,0.00204,0.01625,0.1417,0.009834,22.17,12.625
2013-08-18,0.00229,0.012,0.1625,0.01021,37.0,25.08
2013-08-19,0.00204,0.029,0.3,0.0182,28.58,17.38
2013-08-20,0.002,0.04126,0.4417,0.02412,29.55,17.2
2013-08-21,0.00204,0.03009,0.3,0.044,29.83,16.8
2013-08-22,0.003708,0.04147,0.3,0.02396,38.22,25.08
2013-08-23,0.001959,0.03146,0.3,0.00617,18.88,11.5
2013-08-24,0.002167,0.03305,0.375,0.02325,28.33,16.5
2013-08-25,0.00175,0.0255,0.3,0.02434,26.33,14.29
2013-08-26,0.001959,0.03238,0.3,0.02545,27.12,15.46
2013-08-27,0.003084,0.03653,0.3875,0.03326,48.53,29.42
2013-08-28,0.002874,0.03168,0.3933,0.03204,55.25,35.88
2013-08-29,0.002714,0.02467,0.6875,0.02261,42.53,28.69
2013-08-30,0.002209,0.02716,0.3167,0.02234,25.1,14.125
2013-08-31,0.001959,0.02338,0.2125,0.01787,20.33,10.54
2013-09-01,0.001291,0.01508,0.1958,0.02234,20.38,8.664
2013-09-02,0.002125,0.02037,0.1292,0.02667,24.75,10.625
2013-09-03,0.001708,0.01587,0.10834,0.02446,21.17,8.125
2013-09-04,0.001667,0.01729,0.1,0.0245,17.33,8.25
2013-09-05,0.001125,0.02254,0.1042,0.02092,14.664,7.082
2013-09-06,0.001041,0.02725,0.1042,0.01542,14.0,7.0
2013-09-07,0.001,0.02191,0.1,0.03021,17.88,8.75
2013-09-08,0.002542,0.0252,0.15,0.02884,44.38,25.75
2013-09-09,0.003708,0.03967,0.3208,0.01917,60.53,40.53
2013-09-10,0.003084,0.04138,0.3374,0.016,65.2,44.34
2013-09-11,0.001041,0.03009,0.2417,0.01596,21.05,13.35
2013-09-12,0.0018,0.03616,0.37,0.0039,28.3,16.83
2013-09-13,0.001125,0.03357,0.3416,0.005707,16.8,8.664
2013-09-14,0.00125,0.03128,0.2417,0.00925,13.164,7.76
2013-09-15,0.001208,0.02092,0.2375,0.01741,21.42,10.914
2013-09-16,0.0015,0.0349,0.2542,0.010956,26.0,9.875
2013-09-17,0.0015,0.04904,0.346,0.007584,28.88,14.086
2013-09-18,0.001625,0.02696,0.25,0.02129,36.47,20.92
2013-09-19,0.001959,0.01773,0.1792,0.04013,38.97,23.25
2013-09-20,0.001917,0.02225,0.2333,0.02313,39.0,21.12
2013-09-21,0.001,0.0185,0.1583,0.01863,33.34,18.66
2013-09-22,0.001,0.004856,0.1,0.03183,17.0,8.5
2013-09-23,0.001333,0.02933,0.15,0.02003,25.62,12.79
2013-09-24,0.001833,0.0376,0.1875,0.004665,23.67,14.29
2013-09-25,0.001166,0.01846,0.1042,0.01755,19.67,7.914
2013-09-26,0.001166,0.03207,0.1375,0.015,22.3,8.46
2013-09-27,0.003292,0.04895,0.25,0.01163,34.47,17.3
2013-09-28,0.002459,0.03864,0.2417,0.01175,37.38,21.45
2013-09-29,0.001,0.01767,0.1042,0.01859,12.875,9.05
2013-09-30,0.001,0.02264,0.17,0.01545,9.71,4.477
2013-10-01,0.00125,0.03238,0.3,0.01746,20.55,11.26
2013-10-02,0.002583,0.02808,0.2876,0.01863,30.5,14.25
2013-10-03,0.00175,0.02367,0.2042,0.01938,23.45,10.125
2013-10-04,0.002,0.04358,0.404,0.00808,29.78,15.336
2013-10-05,0.001583,0.03882,0.3208,0.0085,23.92,11.875
2013-10-06,0.001,0.015045,0.1459,0.023,12.375,5.91
2013-10-07,0.001333,0.02754,0.2084,0.012955,15.164,7.5
2013-10-08,0.0015,0.0228,0.2708,0.005123,14.21,8.29
2013-10-09,0.0015,0.03062,0.2625,0.01241,19.38,8.586
2013-10-10,0.001959,0.0387,0.329,0.00958,25.88,14.79
2013-10-11,0.00242,0.02353,0.2527,0.01784,39.4,12.71
2013-10-12,0.00229,0.0292,0.225,0.01892,26.7,9.836
2013-10-13,0.001625,0.03705,0.4,0.00887,33.53,18.0
2013-10-14,0.00225,0.04266,0.3667,0.01025,35.84,20.2
2013-10-15,0.001333,0.0223,0.2333,0.01075,20.25,10.35
2013-10-16,0.001291,0.02824,0.2042,0.011795,17.27,7.707
2013-10-17,0.00175,0.04184,0.3416,0.004543,26.62,13.04
2013-10-18,0.001458,0.041,0.3416,0.00904,26.42,13.125
2013-10-19,0.001166,0.03366,0.2458,0.01,20.1,10.25
2013-10-20,0.0015,0.02887,0.1833,0.01417,19.88,9.914
2013-10-21,0.001083,0.02013,0.1333,0.01979,14.71,7.39
2013-10-22,0.001125,0.014626,0.1042,0.02754,14.75,6.523
2013-10-23,0.001208,0.02513,0.1375,0.02112,18.95,10.82
2013-10-24,0.001316,0.02731,0.2316,0.01389,39.78,14.54
2013-10-25,0.00125,0.01984,0.3167,0.02104,44.53,15.836
2013-10-26,0.001,0.03021,0.3792,0.01346,41.62,20.7
2013-10-27,0.001125,0.04117,0.525,0.012665,46.22,24.5
2013-10-28,0.001333,0.0529,0.646,0.004333,53.9,29.19
2013-10-29,0.001333,0.0444,0.6,0.00992,55.53,32.88
2013-10-30,0.001,0.03333,0.3958,0.01246,24.08,14.164
2013-10-31,0.001083,0.0494,0.592,0.003416,37.88,21.38
2013-11-01,0.001782,0.05505,0.6294,0.00629,46.9,27.55
2013-11-02,0.00175,0.04532,0.554,0.002583,38.0,23.33
2013-11-03,0.001917,0.03754,0.5835,0.009,47.28,29.08
2013-11-04,0.001667,0.04053,0.604,0.009834,45.53,26.92
2013-11-05,0.0011,0.0336,0.75,0.0005,47.2,24.4
2013-11-06,0.0028,0.0794,0.66,0.0051,63.3,44.4
2013-11-29,0.002625,0.0545,0.4,0.006626,48.25,12.54
2013-12-02,0.003208,0.0711,0.8623,0.001041,63.62,30.2
2013-12-03,0.005665,0.062,0.8,0.003084,76.6,38.47
2013-12-04,0.005043,0.06683,0.9624,0.00225,100.6,52.78
2013-12-05,0.005375,0.05682,1.116,0.00225,120.6,67.6
2013-12-06,0.002083,0.03174,0.375,0.00771,29.62,11.914
2013-12-07,0.002167,0.04633,0.4666,0.005123,35.38,15.625
2013-12-08,0.001,0.0415,0.6543,0.001416,47.0,26.58
2013-12-09,0.001,0.03745,0.6084,0.003416,32.0,21.69
2013-12-10,0.002428,0.03091,0.481,0.00857,42.03,27.08
2013-12-11,0.003666,0.02762,0.425,0.00929,25.83,15.17
2013-12-12,0.00325,0.03317,0.5083,0.006042,26.88,16.2
2013-12-13,0.002,0.02184,0.3208,0.01163,39.97,11.21
2013-12-14,0.002125,0.04428,0.7,0.00396,29.95,17.25
2013-12-15,0.001959,0.04,0.65,0.006542,33.6,17.55
2013-12-16,0.002916,0.0576,1.025,0.002375,54.28,34.84
2013-12-17,0.003792,0.05865,1.121,0.002792,65.2,44.28
2013-12-18,0.002125,0.04758,0.7666,0.003458,30.3,19.08
2013-12-19,0.001375,0.02087,0.375,0.01517,33.4,19.95
2013-12-20,0.00629,0.0317,0.775,0.01079,92.2,58.34
2013-12-21,0.001833,0.04266,0.8335,0.00946,87.06,53.4
2013-12-22,0.001,0.04037,0.696,0.00671,47.0,27.52
2013-12-23,0.001,0.0422,0.554,0.00733,37.38,22.55
2013-12-24,0.002117,0.05978,0.9224,0.00339,67.94,39.34
2013-12-25,0.002625,0.0622,0.825,0.001959,70.4,45.12
2013-12-26,0.00238,0.055,0.8916,0.005955,70.06,42.9
2013-12-27,0.00429,0.02362,0.2208,0.01329,52.0,29.38
2013-12-28,0.002083,0.02608,0.15,0.01163,20.38,10.375
2013-12-29,0.0035,0.03903,0.4624,0.005043,28.38,16.78
2013-12-30,0.00925,0.05704,0.9043,0.00375,77.94,34.6
2013-12-31,0.01079,0.0519,0.875,0.004208,106.6,40.66
2014-01-01,0.007,0.03174,0.4417,0.0085,115.7,22.08
2014-01-02,0.005375,0.03976,0.4333,0.006126,54.38,19.0
2014-01-03,0.005707,0.05255,0.704,0.001458,57.28,23.92
2014-01-04,0.003834,0.03812,0.5044,0.002916,47.25,22.38
2014-01-05,0.003124,0.03647,0.4084,0.004166,43.38,21.7
2014-01-06,0.005833,0.05463,0.7373,0.002666,66.06,38.62
2014-01-07,0.007084,0.0629,0.783,0.001125,82.2,47.03
2014-01-08,0.005123,0.034,0.5044,0.00975,71.3,38.0
2014-01-09,0.001833,0.01458,0.1,0.01863,21.2,7.418
2014-01-10,0.00425,0.03836,0.2876,0.00446,34.03,17.12
2014-01-11,0.005665,0.0511,0.6,0.002832,51.47,27.75
2014-01-12,0.005375,0.03265,0.5083,0.01158,57.12,26.2
2014-01-13,0.002417,0.02863,0.1333,0.00975,29.45,11.25
2014-01-14,0.004166,0.03775,0.3125,0.006332,40.88,19.8
2014-01-15,0.005573,0.04544,0.548,0.003618,56.97,29.33
